transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation,hour,day_of_week_num,day,month,is_weekend,is_night,sender_avg_amount,sender_transaction_count,amount_vs_sender_avg,sender_unique_receivers,is_high_amount,isolation_forest_prediction,isolation_forest_anomaly,isolation_forest_score,iqr_outlier,hour_timestamp,time_series_anomaly,fraud_risk_score,risk_category,fraud_alert
TXN000368,2026-09-18 01:37:18,USER0195,MERCHANT0059,183.57,Travel,Recharge,Pune,Web,PhonePe,3,Sunday,1,323.03,-139.46,1,4,18,9,0,1,183.57,1,1.0,1,0,1,0,0.1813486025136222,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000294,2026-09-18 01:37:18,USER0688,MERCHANT0486,423.94,Travel,Bill Payment,Pune,ios,Paytm,19,Sunday,0,254.51,169.43,1,4,18,9,0,1,423.94,1,1.0,1,0,1,0,0.1535992751732284,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000183,2026-09-18 01:37:18,USER0433,MERCHANT0124,62.12,Utilities,P2M,Chennai,Android,Google Pay,19,Monday,0,140.09,-77.97,1,4,18,9,0,1,142.07666666666668,3,0.4372287262745465,3,0,1,0,0.0291483932840759,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000664,2026-09-18 01:37:18,USER0815,MERCHANT0019,105.27,Food,Recharge,Pune,Web,BHIM,11,Thursday,0,105.27,0.0,1,4,18,9,0,1,105.27,1,1.0,1,0,1,0,0.1879566101680604,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000849,2026-09-18 01:37:18,USER0476,MERCHANT0039,95.8,Travel,P2P,Hyderanbad,Android,Google Pay,19,Tuesday,0,100.07,-4.27,1,4,18,9,0,1,100.075,2,0.9572820384711468,2,0,1,0,0.1153591067597726,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000072,2026-09-18 01:37:18,USER0301,MERCHANT0483,843.9,Shopping,Recharge,Chennai,Web,BHIM,19,Tuesday,0,573.65,270.25,1,4,18,9,0,1,843.9,1,1.0,1,0,1,0,0.0632212227152069,1,2026-09-18 01:00:00,0,35,Low Risk,No Alert
TXN000997,2026-09-18 01:37:18,USER0336,MERCHANT0169,1094.1,Healthcare,P2M,Chennai,ios,PhonePe,11,Monday,0,1094.1,0.0,1,4,18,9,0,1,1094.1,1,1.0,1,0,1,0,0.0314037708576856,1,2026-09-18 01:00:00,0,35,Low Risk,No Alert
TXN000812,2026-09-18 01:37:18,USER0048,MERCHANT0375,116.78,Travel,P2P,Delhi,Web,PhonePe,3,Wednesday,1,116.78,0.0,1,4,18,9,0,1,116.78,1,1.0,1,0,1,0,0.1884873963782317,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000109,2026-09-18 01:37:18,USER0074,MERCHANT0222,234.52,Grocery,P2P,Bangalore,ios,BHIM,11,Tuesday,0,234.52,0.0,1,4,18,9,0,1,234.52,1,1.0,1,0,1,0,0.1747918550923783,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000516,2026-09-18 01:37:18,USER0557,MERCHANT0283,385.83,Shopping,Recharge,Pune,Web,Paytm,19,Friday,0,385.83,0.0,1,4,18,9,0,1,385.83,1,1.0,1,0,1,0,0.1621754885123151,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000886,2026-09-18 01:37:18,USER0770,MERCHANT0242,1149.07,Shopping,Bill Payment,Mumbai,Web,Google Pay,11,Tuesday,0,509.49,639.58,1,4,18,9,0,1,674.3149999999999,2,1.7040552264149544,2,0,1,0,0.0359492763853585,1,2026-09-18 01:00:00,0,35,Low Risk,No Alert
TXN000442,2026-09-18 01:37:18,USER0942,MERCHANT0497,175.44,Grocery,P2P,Pune,Web,Paytm,11,Saturday,0,101.42,74.02,1,4,18,9,0,1,101.42,2,1.729836324196411,2,0,1,0,0.1060341681210556,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000960,2026-09-18 01:37:18,USER0500,MERCHANT0184,283.64,Utilities,Bill Payment,Hyderanbad,Android,BHIM,19,Monday,0,283.64,0.0,1,4,18,9,0,1,283.64,1,1.0,1,0,1,0,0.1712212290131002,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000035,2026-09-18 01:37:18,USER0604,MERCHANT0079,412.63,Travel,P2P,Delhi,Web,Google Pay,3,Wednesday,1,412.63,0.0,1,4,18,9,0,1,412.63,1,1.0,1,0,1,0,0.1576702884451389,0,2026-09-18 01:00:00,0,10,Low Risk,No Alert
TXN000032,2026-09-18 03:14:36,USER0430,MERCHANT0430,1155.49,Entertainment,Recharge,Pune,Android,PhonePe,14,Tuesday,0,468.18,687.31,3,4,18,9,0,1,648.955,2,1.780539482706813,2,0,1,0,0.031874115627694,1,2026-09-18 03:00:00,0,35,Low Risk,No Alert
TXN000180,2026-09-18 03:14:36,USER0164,MERCHANT0251,2752.24,Entertainment,P2M,Pune,Web,BHIM,6,Monday,0,993.21,1759.03,3,4,18,9,0,1,1483.6999999999998,2,1.854984161218576,2,0,-1,1,-0.0661563299208849,1,2026-09-18 03:00:00,0,70,High Risk,Review Required
TXN000846,2026-09-18 03:14:36,USER0981,MERCHANT0059,296.62,Grocery,Recharge,Bangalore,ios,Google Pay,6,Tuesday,0,251.91,44.71,3,4,18,9,0,1,250.06,2,1.18619531312485,2,0,1,0,0.1373662600904253,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000809,2026-09-18 03:14:36,USER0204,MERCHANT0018,636.35,Healthcare,P2P,Delhi,Android,BHIM,14,Tuesday,0,294.47,341.88,3,4,18,9,0,1,413.035,2,1.5406684663527304,2,0,1,0,0.0961878488466164,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000439,2026-09-18 03:14:36,USER0599,MERCHANT0326,33.0,Utilities,Bill Payment,Delhi,Android,BHIM,22,Friday,0,238.16,-205.16,3,4,18,9,0,1,33.0,1,1.0,1,0,1,0,0.143480698181026,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000735,2026-09-18 03:14:36,USER0339,MERCHANT0484,507.33,Entertainment,Recharge,Pune,Web,BHIM,6,Wednesday,0,352.04,155.29,3,4,18,9,0,1,352.0433333333333,3,1.441101000823762,3,0,1,0,0.0442194290005345,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000587,2026-09-18 03:14:36,USER0037,MERCHANT0165,114.51,Utilities,P2P,Bangalore,Web,PhonePe,14,Thursday,0,114.51,0.0,3,4,18,9,0,1,114.51,1,1.0,1,0,1,0,0.1805441394139665,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000661,2026-09-18 03:14:36,USER0359,MERCHANT0250,102.14,Shopping,Bill Payment,Chennai,Web,BHIM,22,Wednesday,0,102.14,0.0,3,4,18,9,0,1,102.14,1,1.0,1,0,1,0,0.1810926867133772,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000883,2026-09-18 03:14:36,USER0487,MERCHANT0056,111.11,Utilities,P2M,Delhi,ios,Google Pay,22,Monday,0,171.63,-60.52,3,4,18,9,0,1,111.11,1,1.0,1,0,1,0,0.1811907450035945,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000920,2026-09-18 03:14:36,USER0339,MERCHANT0233,220.1,Grocery,P2P,Bangalore,ios,Paytm,14,Monday,0,352.04,-131.94,3,4,18,9,0,1,352.0433333333333,3,0.6252071241229772,3,0,1,0,0.0580938517558795,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000365,2026-09-18 03:14:36,USER0112,MERCHANT0479,361.46,Food,P2P,Pune,Android,Google Pay,14,Saturday,0,206.67,154.79,3,4,18,9,0,1,206.67,2,1.748971790777568,2,0,1,0,0.1164908403417749,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000994,2026-09-18 03:14:36,USER0052,MERCHANT0417,91.65,Utilities,P2M,Hyderanbad,Web,PhonePe,22,Sunday,0,113.63,-21.98,3,4,18,9,0,1,99.12,2,0.924636803874092,2,0,1,0,0.1279301087706998,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000513,2026-09-18 03:14:36,USER0162,MERCHANT0160,142.74,Shopping,P2M,Delhi,Web,Google Pay,6,Friday,0,170.91,-28.17,3,4,18,9,0,1,170.91333333333333,3,0.8351601201388619,3,0,1,0,0.0648178069873368,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000402,2026-09-18 03:14:36,USER0886,MERCHANT0307,99.55,Grocery,Bill Payment,Hyderanbad,ios,Google Pay,6,Saturday,0,306.88,-207.33,3,4,18,9,0,1,306.8766666666666,3,0.3243974235034705,3,0,1,0,0.0612093058344466,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000069,2026-09-18 03:14:36,USER0388,MERCHANT0491,260.25,Food,P2M,Bangalore,ios,BHIM,6,Tuesday,0,260.25,0.0,3,4,18,9,0,1,260.25,1,1.0,1,0,1,0,0.1582001559066066,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000550,2026-09-18 03:14:36,USER0874,MERCHANT0451,99.09,Healthcare,Recharge,Hyderanbad,Android,BHIM,22,Thursday,0,53.82,45.27,3,4,18,9,0,1,61.010000000000005,2,1.624159973774791,2,0,1,0,0.1017884463110532,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000772,2026-09-18 03:14:36,USER0216,MERCHANT0026,103.29,Shopping,Bill Payment,Hyderanbad,Web,Google Pay,22,Tuesday,0,684.59,-581.3,3,4,18,9,0,1,684.5866666666667,3,0.1508793627298223,3,0,1,0,0.0004110794596845,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000106,2026-09-18 03:14:36,USER0960,MERCHANT0422,271.52,Travel,Bill Payment,Mumbai,Android,BHIM,22,Monday,0,271.52,0.0,3,4,18,9,0,1,271.52,1,1.0,1,0,1,0,0.1587583264323944,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000957,2026-09-18 03:14:36,USER0618,MERCHANT0279,255.37,Healthcare,P2M,Delhi,ios,BHIM,6,Monday,0,255.37,0.0,3,4,18,9,0,1,255.37,1,1.0,1,0,1,0,0.1588183728607719,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000698,2026-09-18 03:14:36,USER0112,MERCHANT0272,51.88,Grocery,P2P,Mumbai,Android,BHIM,14,Wednesday,0,206.67,-154.79,3,4,18,9,0,1,206.67,2,0.2510282092224319,2,0,1,0,0.087205808399758,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000476,2026-09-18 03:14:36,USER0268,MERCHANT0423,141.31,Utilities,Bill Payment,Pune,Web,PhonePe,14,Friday,0,359.58,-218.27,3,4,18,9,0,1,359.58500000000004,2,0.3929807973080078,2,0,1,0,0.0960812242442008,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000143,2026-09-18 03:14:36,USER0898,MERCHANT0143,36.33,Healthcare,Bill Payment,Bangalore,Web,PhonePe,14,Monday,0,36.33,0.0,3,4,18,9,0,1,36.33,1,1.0,1,0,1,0,0.1476706028851856,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000217,2026-09-18 03:14:36,USER0737,MERCHANT0062,83.69,Shopping,Bill Payment,Delhi,Web,PhonePe,22,Sunday,0,94.21,-10.52,3,4,18,9,0,1,94.21333333333332,3,0.8883031418058308,3,0,1,0,0.0446076690818205,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000254,2026-09-18 03:14:36,USER0827,MERCHANT0028,509.01,Utilities,P2P,Mumbai,Web,PhonePe,14,Sunday,0,271.3,237.71,3,4,18,9,0,1,324.32,3,1.5694684262456833,3,0,1,0,0.0403260311455263,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000328,2026-09-18 03:14:36,USER0498,MERCHANT0321,400.08,Grocery,Recharge,Delhi,Web,BHIM,22,Saturday,0,267.72,132.36,3,4,18,9,0,1,310.0233333333333,3,1.290483511993721,3,0,1,0,0.0559672475386799,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000291,2026-09-18 03:14:36,USER0731,MERCHANT0077,147.21,Healthcare,Bill Payment,Delhi,Web,Google Pay,6,Sunday,0,113.65,33.56,3,4,18,9,0,1,147.21,1,1.0,1,0,1,0,0.1675177779575859,0,2026-09-18 03:00:00,0,10,Low Risk,No Alert
TXN000624,2026-09-18 03:14:36,USER0886,MERCHANT0226,696.05,Shopping,P2P,Mumbai,Android,Paytm,6,Thursday,0,306.88,389.17,3,4,18,9,0,1,306.8766666666666,3,2.2681750540390824,3,0,-1,1,-0.0087053932377011,0,2026-09-18 03:00:00,0,45,Medium Risk,No Alert
TXN000732,2026-09-18 04:51:54,USER0972,MERCHANT0081,68.14,Food,Bill Payment,Pune,ios,Google Pay,17,Tuesday,0,68.14,0.0,4,4,18,9,0,1,68.14,1,1.0,1,0,1,0,0.1737509776051104,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000251,2026-09-18 04:51:54,USER0372,MERCHANT0141,51.37,Entertainment,Recharge,Pune,ios,BHIM,1,Sunday,1,51.37,0.0,4,4,18,9,0,1,51.37,1,1.0,1,0,1,0,0.1595541384978728,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000806,2026-09-18 04:51:54,USER0318,MERCHANT0159,133.06,Healthcare,Recharge,Chennai,Web,BHIM,1,Tuesday,1,133.06,0.0,4,4,18,9,0,1,133.06,1,1.0,1,0,1,0,0.1750302949051536,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000621,2026-09-18 04:51:54,USER0948,MERCHANT0052,82.23,Food,Recharge,Hyderanbad,Web,PhonePe,17,Wednesday,0,197.58,-115.35,4,4,18,9,0,1,82.23,1,1.0,1,0,1,0,0.1729662857012913,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000769,2026-09-18 04:51:54,USER0001,MERCHANT0399,96.84,Food,P2M,Bangalore,ios,Google Pay,9,Tuesday,0,263.85,-167.01,4,4,18,9,0,1,96.84,1,1.0,1,0,1,0,0.1769531132559358,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000177,2026-09-18 04:51:54,USER0113,MERCHANT0124,183.64,Utilities,P2M,Delhi,ios,Google Pay,17,Sunday,0,183.64,0.0,4,4,18,9,0,1,183.64,1,1.0,1,0,1,0,0.1645371116315449,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000288,2026-09-18 04:51:54,USER0748,MERCHANT0352,326.46,Shopping,P2P,Delhi,ios,Paytm,17,Saturday,0,193.21,133.25,4,4,18,9,0,1,193.21,2,1.6896640960612803,2,0,1,0,0.1182702839936649,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
TXN000917,2026-09-18 04:51:54,USER0066,MERCHANT0276,332.92,Food,Recharge,Chennai,Web,Google Pay,1,Monday,1,270.54,62.38,4,4,18,9,0,1,333.33000000000004,2,0.9987699876998768,2,0,1,0,0.1306726276883353,0,2026-09-18 04:00:00,0,10,Low Risk,No Alert
